	id_sent	n_sent	id_article	sent
232	232	17.0	8	To the political leaders who work to criminalize trans health care and deny our right to exist and to all of those with a massive platform who continue to spew hostility towards the trans community: you have blood on your hands.
233	233	18.0	8	Page also noted that 40% of transgender adults report attempting suicide.
234	234	19.0	8	And the more I hold myself close and fully embrace who I am, the more I dream, the more my heart grows and the more I thrive.
235	235	20.0	8	To all trans people who deal with harassment, self-loathing, abuse and the threat of violence every day: I see you
236	236	21.0	8	, I love you and I will do everything I can to change this world for the better.
237	237	22.0	8	"Your strength, bravery and activism - not to mention all the art you contribute to this earth - is truly special,"" wrote singers Tegan and Sara."
238	238	23.0	8	Thank you for being so open about your journey and for fighting so hard to make the world a better place.
239	239	24.0	8	I've been a huge fan ever since 'Juno' and - in real life - get nervous around people I adore.
240	240	25.0	8	Next time I'm not only saying hi, I'm saying 'Thank you.'
241	241	26.0	8	""" ""Elliot Page has given us fantastic characters on-screen, and has been an outspoken advocate for all LGBTQ people,' Nick Adams, GLAAD's director of transgender media, said in a statement."
242	242	27.0	8	He will now be an inspiration to countless trans and non-binary people.
243	243	28.0	8	All transgender people deserve the chance to be ourselves and to be accepted for who we are.
244	244	1.0	9	"On Tuesday, the Oscar-nominated star of movies like ""Juno"" and ""X-Men: Days of Future Past"" shared with fans that they are transgender and identify as non-binary, a term used to describe a person whose gender identity is neither man nor woman."
245	245	2.0	9	I feel overwhelming gratitude for the incredible people who have supported me along this journey.
246	246	3.0	9	I can't begin to express how remarkable it feels to finally love who I am enough to pursue my authentic self.
247	247	4.0	9	"In their note, Page said they have been ""inspired"" by the trans community and thanked them for showing ""ceaselessly working to make this world a more inclusive and compassionate place."
248	248	5.0	9	The truth is, despite feeling profoundly happy right now and knowing how much privilege I carry, I am also scared.
249	249	6.0	9	Upon the release of Page's letter, GLAAD lent its support to the 33-year-old Page.
250	250	7.0	9	"Elliot Page has given us fantastic characters on-screen, and has been an outspoken advocate for all LGBTQ people,"" said Nick Adams, GLAAD's Director of Transgender Media, said in a released statement."
251	251	8.0	9	He will now be an inspiration to countless trans and non-binary people.
252	252	9.0	9	All transgender people deserve the chance to be ourselves and to be accepted for who we are.
253	253	10.0	9	"To all trans people who deal with harassment, self-loathing, abuse and the thread of violence every day: I see you, I love you and I will do everything I can to change this world for the better,"" Page concluded."
254	254	1.0	10	Oscar-nominated actor Elliot Page announced on Tuesday that they are transgender and their pronouns are he/they.
255	255	2.0	10	The 33-year-old known for roles in Juno (2007), Inception (2010) and the ongoing Netflix series
256	256	3.0	10	I feel lucky to be writing this,' they wrote. '
257	257	4.0	10	To have arrived at this place in my life'I can't begin to express how remarkable it feels to finally love who I am enough to pursue my authentic self.'
258	258	5.0	10	(According to GLAAD, a national LGBTQ+ advocacy organization, they/them pronouns are used by some people who experience a non-binary gender identity outside the categories of man and woman.)
259	259	6.0	10	Page celebrated living authentically while also acknowledging the fear of sharing their gender identity publicly because of those who commit violence and harassment against trans people. '
260	260	7.0	10	The truth is, despite feeling profoundly happy right now and knowing how much privilege I carry, I am also scared,' Page wrote.
261	261	8.0	10	Harassment and violence against trans people, particularly against trans women of color, is documented around the world.
262	262	9.0	10	In the U.S., at least 37 transgender and gender non-conforming people have been killed this year, according to the National Center for Transgender Equality.
263	263	10.0	10	Page has long been an activist for LGBTQ+ rights and did not mince words about those who have spread hate against the trans community. '
264	264	11.0	10	I am one of those people and we won't be silent in the face of your attacks.'
265	265	12.0	10	Many have taken to social media to celebrate Page's announcement, including Netflix, and several prominent trans activists and actors. '
266	266	13.0	10	Elliot Page has given us fantastic characters on-screen, and has been an outspoken advocate for all LGBTQ people,' said Nick Adams, GLAAD's Director of Transgender Media in a public statement. '
267	267	14.0	10	He will now be an inspiration to countless trans and non-binary people.
268	268	15.0	10	All transgender people deserve the chance to be ourselves and to be accepted for who we are.
269	269	16.0	10	Now An unexpected error has occurred with your sign up.
270	270	17.0	10	Check the box if you do not wish to receive promotional offers via email from TIME.
271	271	18.0	10	By signing up you are agreeing to our Terms of Service and Privacy Policy .
272	272	19.0	10	For your security, we've sent a confirmation email to the address you entered.
273	273	20.0	10	Click the link to confirm your subscription and begin receiving our newsletters.
274	274	1.0	11	Oscar-nominated actor Elliot Page, the star of Juno, Inception and The Umbrella Academy, has come out as transgender in an announcement greeted as a watershed moment for the trans community in Hollywood.
275	275	2.0	11	""" Page said in a statement on social media on Tuesday."
276	276	3.0	11	The 33-year-old actor said his decision to come out as trans, which also involved changing his first name, came after a long journey and with much support from the LGBTQ community.
277	277	4.0	11	"I can't begin to express how remarkable it feels to finally love who I am enough to pursue my authentic self,"" Page wrote."
278	278	5.0	11	I've been endlessly inspired by so many in the trans community.
279	279	6.0	11	"Thank you for your courage, your generosity and ceaselessly working to make this world a more inclusive and compassionate place."""
280	280	7.0	11	"The more I hold myself close and fully embrace who I am, the more I dream, the more my heart grows and the more I thrive,"" added Page, who said his pronouns are ""he"" and ""they""."
281	281	1.0	12	A Black man who yelled â€œI cannot breatheâ€ as a white Minneapolis police officer pinned him down with his knee in the US state of Minnesota died late on Monday, police confirmed, drawing outrage from community members and leaders, and leading to the officersâ€
282	282	2.0	12	Video of the incident shows the police officer pinning down George Floyd, believed to be in his 40s, to the pavement with his knee on the manâ€
283	283	3.0	12	Floyd was identified by prominent civil rights lawyer Ben Crump, who said he had been retained by the Floyd family.
284	284	4.0	12	Floyd can be heard saying in the video: â€œPlease, please, I cannot breathe.â€
285	285	5.0	12	The officer tells Floyd to â€œrelaxâ€. Floyd responds: â€œI canâ€
